100000
Seed Value,random_number
1702489354496228000,3167693248
1702489354496228000,4067264189
1702489354496228000,761210297
1702489354496228000,3494714490
1702489354496228000,29140032
1702489354496228000,2775918949
1702489354496228000,914340218
1702489354496228000,661250018
1702489354496228000,1190842818
1702489354496228000,1277755785
1702489354496228000,3678510686
1702489354496228000,4288757667
1702489354496228000,2806102215
1702489354496228000,733487327
1702489354496228000,3386334806
1702489354496228000,2534920973
1702489354496228000,890189981
1702489354496228000,862311198
1702489354496228000,381430626
1702489354496228000,623440996
1702489354496228000,3656006425
1702489354496228000,2712978201
1702489354496228000,109296703
1702489354496228000,1993609162
1702489354496228000,2763616735
1702489354496228000,3133294278
1702489354496228000,2846679199
1702489354496228000,230930741
1702489354496228000,827199315
1702489354496228000,3968306818
1702489354496228000,3174978629
1702489354496228000,941665117
1702489354496228000,1787356084
1702489354496228000,4107121100
1702489354496228000,632349584
1702489354496228000,78587602
1702489354496228000,437582312
1702489354496228000,3618828610
1702489354496228000,1804463819
1702489354496228000,2256170059
1702489354496228000,2455968312
1702489354496228000,3454345139
1702489354496228000,2072107876
1702489354496228000,4089659765
1702489354496228000,2411648655
1702489354496228000,1724757862
1702489354496228000,3553119864
1702489354496228000,1303614104
1702489354496228000,1115371790
1702489354496228000,2103821967
1702489354496228000,2261674310
1702489354496228000,3921064086
1702489354496228000,2575323091
1702489354496228000,3021326635
1702489354496228000,3895965855
1702489354496228000,896165
1702489354496228000,2045534387
1702489354496228000,2436261785
1702489354496228000,4045138650
1702489354496228000,199147974
1702489354496228000,1860709562
1702489354496228000,870451848
1702489354496228000,2464793351
1702489354496228000,910933485
1702489354496228000,1919303750
1702489354496228000,2922811594
1702489354496228000,613510141
1702489354496228000,1378307800
1702489354496228000,1597213
1702489354496228000,569906547
1702489354496228000,3346158001
1702489354496228000,4090973878
1702489354496228000,3429647426
1702489354496228000,2472003645
1702489354496228000,1099996787
1702489354496228000,1205660676
1702489354496228000,3886852410
1702489354496228000,535638195
1702489354496228000,547195644
1702489354496228000,3825479747
1702489354496228000,1012158558
1702489354496228000,2794280498
1702489354496228000,3029477521
1702489354496228000,2200399594
1702489354496228000,3401641124
1702489354496228000,743614136
1702489354496228000,1878122301
1702489354496228000,1179753190
1702489354496228000,2230369300
1702489354496228000,1439644396
1702489354496228000,1728522959
1702489354496228000,2679793969
1702489354496228000,2620072338
1702489354496228000,3352892138
1702489354496228000,3796042061
1702489354496228000,2736741276
1702489354496228000,2953712571
1702489354496228000,2809427403
1702489354496228000,1845435804
1702489354496228000,1935564456
1702489354496228000,4205626546
1702489354496228000,1500805234
1702489354496228000,4039010640
1702489354496228000,2155548560
1702489354496228000,2210755139
1702489354496228000,2523954761
1702489354496228000,3291759650
1702489354496228000,3197195056
1702489354496228000,447505928
1702489354496228000,3705503845
1702489354496228000,3689991473
1702489354496228000,2447997697
1702489354496228000,902696074
1702489354496228000,2845845121
1702489354496228000,1939523243
1702489354496228000,2361730521
1702489354496228000,2097358754
1702489354496228000,3679686433
1702489354496228000,2601858623
1702489354496228000,3179601776
1702489354496228000,2871578
1702489354496228000,685096279
1702489354496228000,971003472
1702489354496228000,3717786896
1702489354496228000,2464481517
1702489354496228000,2684455123
1702489354496228000,1270558901
1702489354496228000,3530529494
1702489354496228000,2250578123
1702489354496228000,1981667498
1702489354496228000,179292869
1702489354496228000,2142562958
1702489354496228000,3757674054
1702489354496228000,3339084590
1702489354496228000,1127268134
1702489354496228000,782361374
1702489354496228000,4056417351
1702489354496228000,2518563083
1702489354496228000,2393325426
1702489354496228000,2544188502
1702489354496228000,993863439
1702489354496228000,1113047624
1702489354496228000,1906576833
1702489354496228000,2643417000
1702489354496228000,802564847
1702489354496228000,2660032222
1702489354496228000,3550916785
1702489354496228000,3548649441
1702489354496228000,3407181912
1702489354496228000,2403740981
1702489354496228000,3968636374
1702489354496228000,1001011365
1702489354496228000,2364303287
1702489354496228000,1020221510
1702489354496228000,3906782099
1702489354496228000,1106653966
1702489354496228000,2487504235
1702489354496228000,1256307753
1702489354496228000,3361588480
1702489354496228000,1195387681
1702489354496228000,3679328828
1702489354496228000,3657302448
1702489354496228000,1596152504
1702489354496228000,4285202541
1702489354496228000,2092459265
1702489354496228000,335138754
1702489354496228000,740079776
1702489354496228000,2524023416
1702489354496228000,1798097053
1702489354496228000,1635547432
1702489354496228000,4207431498
1702489354496228000,191371028
1702489354496228000,1338716077
1702489354497232000,794518289
1702489354497232000,501190805
1702489354497232000,1001221184
1702489354497232000,867032197
1702489354497232000,2207346058
1702489354497232000,177220744
1702489354497232000,710392315
1702489354497232000,2428064774
1702489354497232000,2577434203
1702489354497232000,196267360
1702489354497232000,3783228680
1702489354497232000,2713446636
1702489354497232000,1193052328
1702489354497232000,1834230545
1702489354497232000,859730553
1702489354497232000,2146534675
1702489354497232000,3358061012
1702489354497232000,419624879
1702489354497232000,4091585382
1702489354497232000,2168562470
1702489354497232000,2235992650
1702489354497232000,3532124499
1702489354497232000,355077869
1702489354497232000,3246308598
1702489354497232000,3715218132
1702489354497232000,2768152393
1702489354497232000,3474916253
1702489354497232000,107290816
1702489354497232000,2302521131
1702489354497232000,1056565438
1702489354497232000,2119513375
1702489354497232000,2518821857
1702489354497232000,1627967964
1702489354497232000,1592941980
1702489354497232000,3470350240
1702489354497232000,1873750388
1702489354497232000,1922401147
1702489354497232000,1806960368
1702489354497232000,1407351212
1702489354497232000,165694139
1702489354497232000,2946139273
1702489354497232000,3880359932
1702489354497232000,2891365065
1702489354497232000,1533628824
1702489354497232000,1083284793
1702489354497232000,2823652508
1702489354497232000,4111591976
1702489354497232000,887571388
1702489354497232000,2067085786
1702489354497232000,3345099309
1702489354497232000,1930722017
1702489354497232000,3170105337
1702489354497232000,2587886291
1702489354497232000,3552293787
1702489354497232000,776862463
1702489354497232000,1076017062
1702489354497232000,811601346
1702489354497232000,653923058
1702489354497232000,682664996
1702489354497232000,1788091048
1702489354497232000,809413221
1702489354497232000,4159025236
1702489354497232000,1434663336
1702489354497232000,1426857754
1702489354497232000,653963019
1702489354497232000,3418103853
1702489354497232000,3449532047
1702489354497232000,3192022581
1702489354497232000,3027291206
1702489354497232000,3750663976
1702489354497232000,3488113140
1702489354497232000,2853621254
1702489354497232000,2197221450
1702489354497232000,3287701260
1702489354497232000,1504340145
1702489354497232000,2072858659
1702489354497232000,1972299585
1702489354497232000,2969717737
1702489354497232000,84501343
1702489354497232000,1544711977
1702489354497232000,1003423384
1702489354497232000,1795746602
1702489354497232000,765554664
1702489354497232000,3052272083
1702489354497232000,3245869891
1702489354497232000,4071066969
1702489354497232000,3833727727
1702489354497232000,3146743652
1702489354497232000,3651435351
1702489354497232000,2952221527
1702489354497232000,3116881683
1702489354497232000,1293054912
1702489354497232000,1647342353
1702489354497232000,1122265603
1702489354497232000,469517361
1702489354497232000,1995566239
1702489354497232000,29608577
1702489354497232000,1405689919
1702489354497232000,4096902271
1702489354497232000,2246523577
1702489354497232000,91944871
1702489354497232000,3235243463
1702489354497232000,4198246265
1702489354497232000,4267051631
1702489354497232000,1829579587
1702489354497232000,2100660042
1702489354497232000,3348131594
1702489354497232000,421435860
1702489354497232000,3598569293
1702489354497232000,3050918688
1702489354497232000,1679380101
1702489354497232000,1262604546
1702489354497232000,3096828856
1702489354497232000,2234308857
1702489354497232000,3618923405
1702489354497232000,3014704307
1702489354497232000,3300302977
1702489354497232000,4229356539
1702489354497232000,261104004
1702489354497232000,3390090309
1702489354497232000,1838729170
1702489354497232000,3099156926
1702489354497232000,3069254645
1702489354497232000,3770122355
1702489354497232000,1504282573
1702489354497232000,328828644
1702489354497232000,1055539671
1702489354497232000,566509168
1702489354497232000,179605595
1702489354497232000,840130232
1702489354497232000,840229040
1702489354497232000,182202059
1702489354497232000,3485162854
1702489354497232000,142201324
1702489354497232000,2308331247
1702489354497232000,2114025108
1702489354497232000,810363861
1702489354497232000,2596132849
1702489354497232000,641077305
1702489354497232000,1269211633
1702489354497232000,1677721401
1702489354497232000,2520896361
1702489354497232000,2335903891
1702489354497232000,3061865636
1702489354497232000,2024416033
1702489354497232000,4069930098
1702489354497232000,3662988197
1702489354497232000,1172081805
1702489354497232000,888071200
1702489354497232000,3823392259
1702489354497232000,3592661229
1702489354497232000,195958516
1702489354497232000,220965795
1702489354497232000,3723147377
1702489354497232000,4239874740
1702489354497232000,3254091735
1702489354497232000,2317582430
1702489354497232000,2420375492
1702489354497232000,2996094951
1702489354497232000,1919951079
1702489354497232000,1887124692
1702489354497232000,110280102
1702489354497232000,923802966
1702489354497232000,3220538314
1702489354497232000,101964049
1702489354497232000,795948485
1702489354497232000,2259870330
1702489354497232000,2205698366
1702489354497232000,3455953248
1702489354497232000,4197613503
1702489354497232000,2810884483
1702489354497232000,1715424119
1702489354497232000,3541039424
1702489354497232000,3464751900
1702489354497232000,1475430928
1702489354497232000,3105439983
1702489354497232000,1080423999
1702489354497232000,969229770
1702489354497232000,1626227180
1702489354497232000,3151702300
1702489354497232000,3582250185
1702489354497232000,2342994125
1702489354497232000,2711706157
1702489354497232000,1352925914
1702489354497232000,883881901
1702489354497232000,2851208333
1702489354497232000,2171744285
1702489354497232000,1430239508
1702489354497232000,1079581050
1702489354497232000,3200828555
1702489354497232000,1146972624
1702489354497232000,2830898636
1702489354497232000,1926651121
1702489354497232000,4092275815
1702489354497232000,2530243917
1702489354497232000,20245591
1702489354497232000,2774731206
1702489354497232000,1653482854
1702489354497232000,2632609566
1702489354497232000,266079111
1702489354497232000,1586754167
1702489354497232000,2772193805
1702489354497232000,3630065691
1702489354497232000,3307854387
1702489354497232000,2577828264
1702489354497232000,1901448961
1702489354497232000,3344061279
1702489354497232000,880188174
1702489354497232000,3723600882
1702489354497232000,728207010
1702489354497232000,2642713986
1702489354497232000,4201471024
1702489354497232000,3282425038
1702489354497232000,1340860996
1702489354497232000,2059313139
1702489354497232000,3184810267
1702489354497232000,421400305
1702489354497232000,4167523873
1702489354497232000,3226365414
1702489354497232000,3898186277
1702489354497232000,2242020044
1702489354497232000,4266797160
1702489354497232000,4047507201
1702489354497232000,3905237828
1702489354497232000,4151022367
1702489354497232000,1814287306
1702489354497232000,4132252766
1702489354497232000,34173851
1702489354497232000,1446158958
1702489354497232000,2927903730
1702489354497232000,1974614247
1702489354497232000,2926638366
1702489354497232000,1859625115
1702489354497232000,2348981926
1702489354497232000,1269995550
1702489354497232000,1024780915
1702489354497232000,1094077480
1702489354497232000,3967917723
1702489354497232000,820341035
1702489354497232000,2697424915
1702489354497232000,3322590093
1702489354497232000,3424618680
1702489354497232000,3101028197
1702489354497232000,3184371755
1702489354497232000,2376058827
1702489354498232000,3122996971
1702489354498232000,3295265946
1702489354498232000,2716502175
1702489354498232000,3626305189
1702489354498232000,4106623824
1702489354498232000,3264261797
1702489354498232000,1450730240
1702489354498232000,3351983292
1702489354498232000,1009109757
1702489354498232000,2142754499
1702489354498232000,444725114
1702489354498232000,2591687839
1702489354498232000,829293933
1702489354498232000,1572036215
1702489354498232000,2036209224
1702489354498232000,2021390059
1702489354498232000,3496833387
1702489354498232000,2884691349
1702489354498232000,1931415242
1702489354498232000,1379598162
1702489354498232000,273053594
1702489354498232000,1749876006
1702489354498232000,557334311
1702489354498232000,921971757
1702489354498232000,2673079483
1702489354498232000,587020450
1702489354498232000,556251885
1702489354498232000,1467935843
1702489354498232000,1002552700
1702489354498232000,2950121984
1702489354498232000,4179233200
1702489354498232000,1333949393
1702489354498232000,4002008618
1702489354498232000,4012387216
1702489354498232000,2790456926
1702489354498232000,2291434846
1702489354498232000,954270188
1702489354498232000,2166343791
1702489354498232000,3721566829
1702489354498232000,3629734053
1702489354498232000,111870979
1702489354498232000,42139321
1702489354498232000,3467061814
1702489354498232000,1984935243
1702489354498232000,3927405460
1702489354498232000,2657299158
1702489354498232000,3433874199
1702489354498232000,1598454247
1702489354498232000,2054387567
1702489354498232000,503155368
1702489354498232000,2222554320
1702489354498232000,1699870007
1702489354498232000,2416951678
1702489354498232000,1551251397
1702489354498232000,1788242129
1702489354498232000,3115516260
1702489354498232000,1188228095
1702489354498232000,2687325454
1702489354498232000,1555030385
1702489354498232000,1441663864
1702489354498232000,3771609843
1702489354498232000,3365387059
1702489354498232000,147498679
1702489354498232000,2459938497
1702489354498232000,1597402161
1702489354498232000,2337435751
1702489354498232000,1372832836
1702489354498232000,2448829149
1702489354498232000,1237282584
1702489354498232000,1723738771
1702489354498232000,3973009140
1702489354498232000,194366195
1702489354498232000,1095192804
1702489354498232000,469358157
1702489354498232000,1458314538
1702489354498232000,251391688
1702489354498232000,2222007827
1702489354498232000,2323014536
1702489354498232000,3273041773
1702489354498232000,490059662
1702489354498232000,2842970331
1702489354498232000,1733583980
1702489354498232000,4013794118
1702489354498232000,1953527364
1702489354498232000,1498474632
1702489354498232000,643910240
1702489354498232000,3136251032
1702489354498232000,3811315638
1702489354498232000,611506028
1702489354498232000,2470649222
1702489354498232000,1622884786
1702489354498232000,2171415687
1702489354498232000,1842397017
1702489354498232000,3970646561
1702489354498232000,3498281064
1702489354498232000,3373732965
1702489354498232000,1307613797
1702489354498232000,4149063576
1702489354498232000,1022053160
1702489354498232000,1109633260
1702489354498232000,19618918
1702489354498232000,3035375634
1702489354498232000,624392681
1702489354498232000,2696760793
1702489354498232000,39429390
1702489354498232000,1256615118
1702489354498232000,203081117
1702489354498232000,669128321
1702489354498232000,2657778097
1702489354498232000,1065619145
1702489354498232000,1967007051
1702489354498232000,344953097
1702489354498232000,3360614712
1702489354498232000,787613059
1702489354498232000,3301969757
1702489354498232000,1870191305
1702489354498232000,265247989
1702489354498232000,1731163249
1702489354498232000,1561289240
1702489354498232000,1720291486
1702489354498232000,2268351700
1702489354498232000,1763558805
1702489354498232000,3312486500
1702489354498232000,421059261
1702489354498232000,3961410476
1702489354498232000,1371409483
1702489354498232000,2526754598
1702489354498232000,101359729
1702489354498232000,48587462
1702489354498232000,2483261284
1702489354498232000,2044065823
1702489354498232000,2636368615
1702489354498232000,3582427218
1702489354498232000,3745050681
1702489354498232000,2699781341
1702489354498232000,2306578406
1702489354498232000,4149821532
1702489354498232000,1615628007
1702489354498232000,1906684046
1702489354498232000,2150790004
1702489354498232000,807342559
1702489354498232000,315267311
1702489354498232000,4064859581
1702489354498232000,2992385486
1702489354498232000,3271944423
1702489354498232000,702749962
1702489354498232000,165155176
1702489354498232000,3842346545
1702489354498232000,1927976365
1702489354498232000,1221399932
1702489354498232000,2296371335
1702489354498232000,1357778160
1702489354498232000,3935196747
1702489354498232000,1886113807
1702489354498232000,2533409566
1702489354498232000,1570549680
1702489354498232000,2730913775
1702489354498232000,828436395
1702489354498232000,2964191840
1702489354498232000,2381313486
1702489354498232000,2415028057
1702489354498232000,3830373193
1702489354498232000,2643510631
1702489354498232000,3977460614
1702489354498232000,1014277308
1702489354498232000,1752186313
1702489354498232000,392107128
1702489354498232000,1479278312
1702489354498232000,1810343817
1702489354498232000,1352532724
1702489354498232000,2608689504
1702489354498232000,3604498160
1702489354498232000,3907014552
1702489354498232000,2826033618
1702489354498232000,3418276834
1702489354498232000,3372557759
1702489354498232000,2942054612
1702489354498232000,2909456930
1702489354498232000,3028804160
1702489354498232000,2367290028
1702489354498232000,2026432519
1702489354498232000,3521591885
1702489354498232000,3605469012
1702489354498232000,1051030898
1702489354498232000,2378845500
1702489354498232000,388358756
1702489354498232000,2893325897
1702489354498232000,3803472657
1702489354498232000,1345542051
1702489354498232000,2295985121
1702489354498232000,2421461327
1702489354498232000,386020612
1702489354498232000,1366118340
1702489354498232000,218570759
1702489354498232000,1601043582
1702489354498232000,1627096823
1702489354498232000,4252586272
1702489354498232000,3472017786
1702489354498232000,2254227170
1702489354498232000,1863233829
1702489354498232000,3231216384
1702489354498232000,2191821828
1702489354498232000,1593123941
1702489354498232000,3864627201
1702489354498232000,4266720016
1702489354498232000,64570227
1702489354498232000,2419482203
1702489354498232000,1172873734
1702489354498232000,837706891
1702489354498232000,4030325129
1702489354498232000,3927168051
1702489354498232000,1285909761
1702489354498232000,2644848823
1702489354498232000,3089586428
1702489354498232000,413348999
1702489354498232000,393124083
1702489354498232000,1202585269
1702489354498232000,449400527
1702489354498232000,3690222528
1702489354498232000,2016931886
1702489354498232000,58293217
1702489354498232000,4062338700
1702489354498232000,636171606
1702489354498232000,2868724335
1702489354498232000,1789737381
1702489354498232000,1450523133
1702489354498232000,2481274278
1702489354498232000,993282281
1702489354498232000,2774460456
1702489354498232000,1557905
1702489354498232000,1150486579
1702489354498232000,706704540
1702489354498232000,1834335359
1702489354498232000,1137242789
1702489354498232000,3426788431
1702489354498232000,570385863
1702489354498232000,3137672524
1702489354498232000,2855089939
1702489354498232000,2942030440
1702489354498232000,3887691942
1702489354498232000,1766366453
1702489354498232000,2239180724
1702489354498232000,2868141270
1702489354498232000,3147012480
1702489354498232000,2507315615
1702489354498232000,218854230
1702489354498232000,1328384955
1702489354498232000,1930443204
1702489354498232000,1779827250
1702489354498232000,3512672654
1702489354498232000,2241708765
1702489354498232000,2420785137
1702489354498232000,3257821221
1702489354498232000,2536747753
1702489354499232000,1796517723
1702489354499232000,3859919666
1702489354499232000,3159736852
1702489354499232000,640914218
1702489354499232000,268015704
1702489354499232000,3017402878
1702489354499232000,3010839380
1702489354499232000,4112068769
1702489354499232000,1362440853
1702489354499232000,2037779086
1702489354499232000,2807876647
1702489354499232000,1815689438
1702489354499232000,3820723244
1702489354499232000,1247640809
1702489354499232000,3360827890
1702489354499232000,2859141290
1702489354499232000,3283072080
1702489354499232000,3143877349
1702489354499232000,3959336665
1702489354499232000,1055306952
1702489354499232000,3308709364
1702489354499232000,3728955157
1702489354499232000,1674976451
1702489354499232000,1145766704
1702489354499232000,1172825639
1702489354499232000,3082332760
1702489354499232000,197525520
1702489354499232000,2253131727
1702489354499232000,1020411601
1702489354499232000,1255161170
1702489354499232000,1089662033
1702489354499232000,1464887714
1702489354499232000,2449544258
1702489354499232000,237127378
1702489354499232000,1606816054
1702489354499232000,3969775016
1702489354499232000,2427602133
1702489354499232000,3460919047
1702489354499232000,1427955405
1702489354499232000,3816943172
1702489354499232000,318691344
1702489354499232000,3505754445
1702489354499232000,3741573914
1702489354499232000,166790590
1702489354499232000,2884363051
1702489354499232000,3569466411
1702489354499232000,2183522334
1702489354499232000,861239192
1702489354499232000,3709268408
1702489354499232000,1173444747
1702489354499232000,1025266349
1702489354499232000,1701763007
1702489354499232000,3294317131
1702489354499232000,2474230894
1702489354499232000,855986806
1702489354499232000,2108883516
1702489354499232000,1115095919
1702489354499232000,4254877605
1702489354499232000,4094617009
1702489354499232000,2127129856
1702489354499232000,3299957809
1702489354499232000,2140794160
1702489354499232000,2305170747
1702489354499232000,711973618
1702489354499232000,4111006435
1702489354499232000,3435055972
1702489354499232000,552716867
1702489354499232000,2079852103
1702489354499232000,1127331670
1702489354499232000,546955403
1702489354499232000,1245448645
1702489354499232000,3461012232
1702489354499232000,1572272497
1702489354499232000,499220296
1702489354499232000,3184037801
1702489354499232000,97985458
1702489354499232000,2801371361
1702489354499232000,2563765007
1702489354499232000,3405086693
1702489354499232000,1474152964
1702489354499232000,375014512
1702489354499232000,3159448001
1702489354499232000,2342647032
1702489354499232000,139157379
1702489354499232000,4227701346
1702489354499232000,2609173183
1702489354499232000,1961741023
1702489354499232000,2612329623
1702489354499232000,902095648
1702489354499232000,1877805849
1702489354499232000,2701480365
1702489354499232000,2997599505
1702489354499232000,1637922867
1702489354499232000,1900659926
1702489354499232000,3811200957
1702489354499232000,381697484
1702489354499232000,594662873
1702489354499232000,1264659551
1702489354499232000,2440326649
1702489354499232000,1320252523
1702489354499232000,2978834091
1702489354499232000,2621168130
1702489354499232000,848320878
1702489354499232000,1837301324
1702489354499232000,1858150629
1702489354499232000,2708823541
1702489354499232000,1310177547
1702489354499232000,4019675071
1702489354499232000,2735558259
1702489354499232000,3088764359
1702489354499232000,3301093116
1702489354499232000,1508488490
1702489354499232000,4139512248
1702489354499232000,1552885002
1702489354499232000,77090656
1702489354499232000,1382017391
1702489354499232000,3717701282
1702489354499232000,1782764197
1702489354499232000,995582492
1702489354499232000,590571385
1702489354499232000,922679220
1702489354499232000,4272616001
1702489354499232000,2684376104
1702489354499232000,57836746
1702489354499232000,2495125574
1702489354499232000,2343697781
1702489354499232000,2781699315
1702489354499232000,2426876736
1702489354499232000,412652687
1702489354499232000,3608328645
1702489354499232000,775273728
1702489354499232000,3890831269
1702489354499232000,1943299024
1702489354499232000,2863163593
1702489354499232000,960248702
1702489354499232000,4111649487
1702489354499232000,3790474702
1702489354499232000,2564128950
1702489354499232000,2097162830
1702489354499232000,1692720161
1702489354499232000,312826085
1702489354499232000,46111976
1702489354499232000,1940321596
1702489354499232000,2636593540
1702489354499232000,3575292420
1702489354499232000,3606580014
1702489354499232000,764961266
1702489354499232000,3935012283
1702489354499232000,3107473981
1702489354499232000,1741445195
1702489354499232000,3358154719
1702489354499232000,1101085669
1702489354499232000,1597736159
1702489354499232000,4078677050
1702489354499232000,3642775792
1702489354499232000,1466697794
1702489354499232000,3933094159
1702489354499232000,2770430486
1702489354499232000,42698189
1702489354499232000,21893512
1702489354499232000,1655306617
1702489354499232000,2700493020
1702489354499232000,2260702162
1702489354499232000,3453399694
1702489354499232000,1681131454
1702489354499232000,4272077472
1702489354499232000,1941504582
1702489354499232000,2787042378
1702489354499232000,1720460452
1702489354499232000,2719256700
1702489354499232000,2370005792
1702489354499232000,143934290
1702489354499232000,1197381683
1702489354499232000,1216741821
1702489354499232000,1681362866
1702489354499232000,1595398463
1702489354499232000,4280921276
1702489354499232000,61321182
1702489354499232000,2354123886
1702489354499232000,4116817936
1702489354499232000,849660856
1702489354499232000,2652378064
1702489354499232000,3537660797
1702489354499232000,1642005199
1702489354499232000,341454987
1702489354499232000,1096058909
1702489354499232000,3327451396
1702489354499232000,2134580237
1702489354499232000,4026608251
1702489354499232000,1167331987
1702489354499232000,4162401670
1702489354499232000,2003703156
1702489354499232000,4293140670
1702489354499232000,2121671687
1702489354499232000,1847100492
1702489354499232000,3107479779
1702489354499232000,3469540241
1702489354499232000,1148553442
1702489354499232000,2193748532
1702489354499232000,2751571775
1702489354499232000,564063899
1702489354499232000,3597635440
1702489354499232000,621383121
1702489354499232000,1980830149
1702489354499232000,2427794314
1702489354499232000,1095656132
1702489354499232000,665824437
1702489354499232000,79582244
1702489354499232000,29605967
1702489354499232000,257247721
1702489354499232000,4019023452
1702489354499232000,1466238308
1702489354499232000,1085009716
1702489354499232000,2579947850
1702489354499232000,2104407427
1702489354499232000,2118888946
1702489354499232000,439030825
1702489354499232000,3522251819
1702489354499232000,1519679062
1702489354499232000,3627892270
1702489354499232000,3933202083
1702489354499232000,2017745097
1702489354499232000,3626083240
1702489354499232000,2537811651
1702489354499232000,972859369
