100000
Seed,Random Number
1702573752775315000,14924
1702573752775315000,30188
1702573752775315000,21763
1702573752775315000,4940
1702573752775315000,20851
1702573752775315000,18662
1702573752775315000,13829
1702573752775315000,30900
1702573752775315000,17713
1702573752775315000,18958
1702573752775315000,17578
1702573752775315000,8365
1702573752775315000,13007
1702573752775315000,11477
1702573752775315000,1200
1702573752775315000,26058
1702573752775315000,6439
1702573752775315000,2303
1702573752775315000,12760
1702573752775315000,19357
1702573752775315000,2324
1702573752775315000,6477
1702573752775315000,5108
1702573752775315000,21113
1702573752775315000,14887
1702573752775315000,19801
1702573752775315000,22850
1702573752775315000,14460
1702573752775315000,22428
1702573752775315000,12993
1702573752775315000,27384
1702573752775315000,19405
1702573752775315000,6540
1702573752775315000,31111
1702573752775315000,28704
1702573752775315000,12835
1702573752775315000,32356
1702573752775315000,6072
1702573752775315000,29350
1702573752775315000,18823
1702573752775315000,14485
1702573752775315000,20556
1702573752775315000,23216
1702573752775315000,1626
1702573752775315000,9357
1702573752775315000,8526
1702573752775315000,13357
1702573752775315000,29337
1702573752775315000,23271
1702573752775315000,23869
1702573752775315000,29361
1702573752775315000,12896
1702573752775315000,13022
1702573752775315000,29617
1702573752775315000,10112
1702573752775315000,12717
1702573752775315000,18696
1702573752775315000,11585
1702573752775315000,24041
1702573752775315000,24423
1702573752775315000,24129
1702573752775315000,24229
1702573752775315000,4565
1702573752775315000,6559
1702573752775315000,8932
1702573752775315000,22296
1702573752775315000,29855
1702573752775315000,12053
1702573752775315000,16962
1702573752775315000,3584
1702573752775315000,29734
1702573752775315000,6654
1702573752775315000,16972
1702573752775315000,21457
1702573752775315000,14369
1702573752775315000,22532
1702573752775315000,2963
1702573752775315000,2607
1702573752775315000,2483
1702573752775315000,911
1702573752775315000,11635
1702573752775315000,10067
1702573752775315000,22848
1702573752775315000,4675
1702573752775315000,12938
1702573752775315000,2223
1702573752775315000,22142
1702573752775315000,23754
1702573752775315000,6511
1702573752775315000,22741
1702573752775315000,20175
1702573752775315000,21459
1702573752775315000,17825
1702573752775315000,3221
1702573752775315000,17870
1702573752775315000,1626
1702573752775315000,31934
1702573752775315000,15205
1702573752775315000,31783
1702573752775315000,23850
1702573752775315000,17398
1702573752775315000,22279
1702573752775315000,22701
1702573752775315000,12193
1702573752775315000,12734
1702573752775315000,1637
1702573752775315000,26534
1702573752775315000,5556
1702573752775315000,1993
1702573752775315000,10176
1702573752775315000,25705
1702573752775315000,6962
1702573752775315000,10548
1702573752775315000,15881
1702573752775315000,300
1702573752775315000,14413
1702573752775315000,16641
1702573752775315000,19855
1702573752775315000,24855
1702573752775315000,13142
1702573752775315000,11462
1702573752775315000,27611
1702573752775315000,30877
1702573752775315000,20424
1702573752775315000,32678
1702573752775315000,1752
1702573752775315000,18443
1702573752775315000,28296
1702573752775315000,12673
1702573752775315000,10040
1702573752775315000,9313
1702573752775315000,875
1702573752775315000,20072
1702573752775315000,12818
1702573752775315000,610
1702573752775315000,1017
1702573752775315000,14932
1702573752775315000,28112
1702573752775315000,30695
1702573752775315000,13169
1702573752775315000,23831
1702573752775315000,20040
1702573752775315000,26488
1702573752775315000,28685
1702573752775315000,19090
1702573752775315000,19497
1702573752775315000,2589
1702573752775315000,25990
1702573752775315000,15145
1702573752775315000,19353
1702573752775315000,19314
1702573752775315000,18651
1702573752775315000,26740
1702573752775315000,22044
1702573752775315000,11258
1702573752775315000,335
1702573752775315000,8759
1702573752775315000,11192
1702573752775315000,7605
1702573752775315000,25264
1702573752775315000,12181
1702573752775315000,28503
1702573752775315000,3829
1702573752775315000,23775
1702573752775315000,20608
1702573752775315000,29292
1702573752775315000,5997
1702573752775315000,17549
1702573752775315000,29556
1702573752775315000,25561
1702573752775315000,31627
1702573752775315000,6467
1702573752775315000,29541
1702573752775315000,26129
1702573752775315000,31240
1702573752775315000,27813
1702573752775315000,29174
1702573752775315000,20601
1702573752775315000,6077
1702573752775315000,20215
1702573752775315000,8683
1702573752775315000,8213
1702573752775315000,23992
1702573752775315000,25824
1702573752775315000,5601
1702573752775315000,23392
1702573752775315000,15759
1702573752775315000,2670
1702573752775315000,26428
1702573752775315000,28027
1702573752775315000,4084
1702573752775315000,10075
1702573752775315000,18786
1702573752775315000,15498
1702573752775315000,24970
1702573752775315000,6287
1702573752775315000,23847
1702573752775315000,32604
1702573752775315000,503
1702573752775315000,21221
1702573752775315000,22663
1702573752775315000,5706
1702573752775315000,2363
1702573752775315000,9010
1702573752775315000,22171
1702573752775315000,27489
1702573752775315000,18240
1702573752775315000,12164
1702573752775315000,25542
1702573752775315000,7619
1702573752775315000,20913
1702573752775315000,7591
1702573752775315000,6704
1702573752775315000,31818
1702573752775315000,9232
1702573752775315000,750
1702573752775315000,25205
1702573752775315000,4975
1702573752775315000,1539
1702573752775315000,303
1702573752775315000,11422
1702573752775315000,21098
1702573752775315000,11247
1702573752775315000,13584
1702573752775315000,13648
1702573752775315000,2971
1702573752775315000,17864
1702573752775315000,22913
1702573752775315000,11075
1702573752775315000,21545
1702573752775315000,28712
1702573752775315000,17546
1702573752775315000,18678
1702573752775315000,1769
1702573752775315000,15262
1702573752775315000,8519
1702573752775315000,13985
1702573752775315000,28289
1702573752775315000,15944
1702573752775315000,2865
1702573752775315000,18540
1702573752775315000,23245
1702573752775315000,25508
1702573752775315000,28318
1702573752775315000,27870
1702573752775315000,9601
1702573752775315000,28323
1702573752775315000,21132
1702573752775315000,24472
1702573752775315000,27152
1702573752775315000,25087
1702573752775315000,28570
1702573752775315000,29763
1702573752775315000,29901
1702573752775315000,17103
1702573752775315000,14423
1702573752775315000,3527
1702573752775315000,11600
1702573752775315000,26969
1702573752775315000,14015
1702573752775315000,5565
1702573752775315000,28
1702573752775315000,21543
1702573752775315000,25347
1702573752775315000,2088
1702573752775315000,2943
1702573752775315000,12637
1702573752775315000,22409
1702573752775315000,26463
1702573752775315000,5049
1702573752775315000,4681
1702573752775315000,1588
1702573752775315000,11342
1702573752775315000,608
1702573752775315000,32060
1702573752775315000,21221
1702573752775315000,1758
1702573752775315000,29954
1702573752775315000,20888
1702573752775315000,14146
1702573752775315000,690
1702573752775315000,7949
1702573752775315000,12843
1702573752775315000,21430
1702573752775315000,25620
1702573752775315000,748
1702573752775315000,27067
1702573752775315000,4536
1702573752775315000,20783
1702573752775315000,18035
1702573752775315000,32226
1702573752775315000,15185
1702573752775315000,7038
1702573752775315000,9853
1702573752775315000,25629
1702573752775315000,11224
1702573752775315000,15748
1702573752775315000,19923
1702573752775315000,3359
1702573752775315000,32257
1702573752775315000,24766
1702573752775315000,4944
1702573752775315000,14955
1702573752775315000,23318
1702573752775315000,32726
1702573752775315000,25411
1702573752775315000,21025
1702573752775315000,20355
1702573752775315000,31001
1702573752775315000,22549
1702573752775315000,9496
1702573752775315000,18584
1702573752775315000,9515
1702573752775315000,17964
1702573752775315000,23342
1702573752775315000,8075
1702573752775315000,17913
1702573752775315000,16142
1702573752775315000,31196
1702573752775315000,21948
1702573752775315000,25072
1702573752775315000,20426
1702573752775315000,14606
1702573752775315000,26173
1702573752775315000,24429
1702573752775315000,32404
1702573752775315000,6705
1702573752775315000,20626
1702573752775315000,29812
1702573752775315000,19375
1702573752775315000,30093
1702573752775315000,16565
1702573752775315000,16036
1702573752775315000,14736
1702573752775315000,29141
1702573752775315000,30814
1702573752775315000,5994
1702573752775315000,8256
1702573752775315000,6652
1702573752775315000,23936
1702573752775315000,30838
1702573752775315000,20482
1702573752775315000,1355
1702573752775315000,21015
1702573752775315000,1131
1702573752775315000,18230
1702573752775315000,17841
1702573752775315000,14625
1702573752775315000,2011
1702573752775315000,32637
1702573752775315000,4186
1702573752775315000,19690
1702573752775315000,1650
1702573752775315000,5662
1702573752775315000,21634
1702573752775315000,10893
1702573752775315000,10353
1702573752775315000,21416
1702573752775315000,13452
1702573752775315000,14008
1702573752775315000,7262
1702573752775315000,22233
1702573752775315000,5454
1702573752775315000,16303
1702573752775315000,16634
1702573752775315000,26303
1702573752775315000,14256
1702573752775315000,148
1702573752775315000,11124
1702573752775315000,12317
1702573752775315000,4213
1702573752775315000,27109
1702573752775315000,24028
1702573752775315000,29200
1702573752775315000,21080
1702573752775315000,21318
1702573752775315000,16858
1702573752775315000,24050
1702573752775315000,24155
1702573752775315000,31361
1702573752775315000,15264
1702573752775315000,11903
1702573752775315000,3676
1702573752775315000,29643
1702573752775315000,26909
1702573752775315000,14902
1702573752775315000,3561
1702573752775315000,28489
1702573752775315000,24948
1702573752775315000,1282
1702573752775315000,13653
1702573752775315000,30674
1702573752775315000,2220
1702573752775315000,5402
1702573752775315000,6923
1702573752775315000,3831
1702573752775315000,19369
1702573752775315000,3878
1702573752775315000,20259
1702573752775315000,19008
1702573752775315000,22619
1702573752775315000,23971
1702573752775315000,30003
1702573752775315000,21945
1702573752775315000,9781
1702573752775315000,26504
1702573752775315000,12392
1702573752775315000,32685
1702573752775315000,25313
1702573752775315000,6698
1702573752775315000,5589
1702573752775315000,12722
1702573752775315000,5938
1702573752775315000,19037
1702573752775315000,6410
1702573752775315000,31461
1702573752775315000,6234
1702573752775315000,12508
1702573752775315000,9961
1702573752775315000,3959
1702573752775315000,6493
1702573752775315000,1515
1702573752775315000,25269
1702573752775315000,24937
1702573752775315000,28869
1702573752775315000,58
1702573752775315000,14700
1702573752775315000,13971
1702573752775315000,26264
1702573752775315000,15117
1702573752775315000,16215
1702573752775315000,24555
1702573752775315000,7815
1702573752775315000,18330
1702573752775315000,3039
1702573752775315000,30212
1702573752775315000,29288
1702573752775315000,28082
1702573752775315000,1954
1702573752775315000,16085
1702573752775315000,20710
1702573752775315000,24484
1702573752775315000,24774
1702573752775315000,8380
1702573752775315000,29815
1702573752775315000,25951
1702573752775315000,6541
1702573752775315000,18115
1702573752775315000,1679
1702573752775315000,17110
1702573752775315000,25898
1702573752775315000,23073
1702573752775315000,788
1702573752775315000,23977
1702573752775315000,18132
1702573752775315000,29956
1702573752775315000,28689
1702573752775315000,26113
1702573752775315000,10008
1702573752775315000,12941
1702573752775315000,15790
1702573752775315000,1723
1702573752775315000,21363
1702573752775315000,28
1702573752775315000,25184
1702573752775315000,24778
1702573752775315000,7200
1702573752775315000,5071
1702573752775315000,1885
1702573752775315000,21974
1702573752775315000,1071
1702573752775315000,11333
1702573752775315000,22867
1702573752775315000,26153
1702573752775315000,14295
1702573752775315000,32168
1702573752775315000,20825
1702573752775315000,9676
1702573752775315000,15629
1702573752775315000,28650
1702573752775315000,2598
1702573752775315000,3309
1702573752775315000,4693
1702573752775315000,4686
1702573752775315000,30080
1702573752775315000,10116
1702573752775315000,12249
1702573752775315000,26667
1702573752775315000,1528
1702573752775315000,26679
1702573752775315000,7864
1702573752775315000,29421
1702573752775315000,8405
1702573752775315000,8826
1702573752775315000,6816
1702573752775315000,7516
1702573752775315000,27726
1702573752775315000,28666
1702573752775315000,29087
1702573752775315000,27681
1702573752775315000,19964
1702573752775315000,1340
1702573752775315000,5686
1702573752775315000,6021
1702573752775315000,11662
1702573752775315000,14721
1702573752775315000,6064
1702573752775315000,29309
1702573752775315000,20415
1702573752775315000,17902
1702573752775315000,29873
1702573752775315000,17124
1702573752775315000,23941
1702573752775315000,32745
1702573752775315000,31762
1702573752775315000,28423
1702573752775315000,27531
1702573752775315000,4806
1702573752775315000,12268
1702573752775315000,9318
1702573752775315000,5602
1702573752775315000,31907
1702573752775315000,24307
1702573752775315000,23481
1702573752775315000,1012
1702573752775315000,21136
1702573752775315000,26630
1702573752775315000,24114
1702573752775315000,26809
1702573752775315000,4084
1702573752775315000,23556
1702573752775315000,12290
1702573752775315000,21293
1702573752775315000,29996
1702573752775315000,29152
1702573752775315000,1054
1702573752775315000,25345
1702573752775315000,14708
1702573752775315000,248
1702573752775315000,7491
1702573752775315000,13712
1702573752775315000,5131
1702573752775315000,30114
1702573752775315000,16439
1702573752775315000,7958
1702573752775315000,24722
1702573752775315000,29704
1702573752775315000,6995
1702573752775315000,1052
1702573752775315000,25269
1702573752775315000,7479
1702573752775315000,18238
1702573752775315000,26423
1702573752775315000,27918
1702573752775315000,10866
1702573752775315000,17659
1702573752775315000,32498
1702573752775315000,28486
1702573752775315000,21196
1702573752775315000,7462
1702573752775315000,26633
1702573752775315000,12158
1702573752775315000,12022
1702573752775315000,1146
1702573752775315000,18392
1702573752775315000,13037
1702573752775315000,3925
1702573752775315000,10647
1702573752775315000,29458
1702573752775315000,6602
1702573752775315000,30807
1702573752775315000,4098
1702573752775315000,27830
1702573752775315000,29292
1702573752775315000,14600
1702573752775315000,7278
1702573752775315000,20799
1702573752775315000,18352
1702573752775315000,20448
1702573752775315000,13882
1702573752775315000,540
1702573752775315000,28315
1702573752775315000,4575
1702573752775315000,8762
1702573752775315000,9567
1702573752775315000,22336
1702573752775315000,18397
1702573752775315000,31418
1702573752775315000,19897
1702573752775315000,25828
1702573752775315000,13851
1702573752775315000,26816
1702573752775315000,24230
1702573752775315000,4449
1702573752775315000,16925
1702573752775315000,658
1702573752779354000,229
1702573752779354000,24520
1702573752779354000,10940
1702573752779354000,29560
1702573752779354000,15147
1702573752779354000,25162
1702573752779354000,1655
1702573752779354000,20675
1702573752779354000,792
1702573752779354000,22361
1702573752779354000,31754
1702573752779354000,16398
1702573752779354000,23146
1702573752779354000,8714
1702573752779354000,26946
1702573752779354000,21188
1702573752779354000,19569
1702573752779354000,8638
1702573752779354000,27663
1702573752779354000,15075
1702573752779354000,24515
1702573752779354000,11521
1702573752779354000,475
1702573752779354000,15615
1702573752779354000,20528
1702573752779354000,13234
1702573752779354000,12570
1702573752779354000,905
1702573752779354000,9464
1702573752779354000,19557
1702573752779354000,28962
1702573752779354000,14161
1702573752779354000,30524
1702573752779354000,12549
1702573752779354000,17469
1702573752779354000,330
1702573752779354000,31923
1702573752779354000,28350
1702573752779354000,14333
1702573752779354000,22925
1702573752779354000,10910
1702573752779354000,19737
1702573752779354000,16336
1702573752779354000,18337
1702573752779354000,1278
1702573752779354000,12393
1702573752779354000,7636
1702573752779354000,30714
1702573752779354000,28164
1702573752779354000,31591
1702573752779354000,19949
1702573752779354000,19135
1702573752779354000,2505
1702573752779354000,13337
1702573752779354000,10004
1702573752779354000,16337
1702573752779354000,2623
1702573752779354000,28664
1702573752779354000,9970
1702573752779354000,25608
1702573752779354000,30568
1702573752779354000,19281
1702573752779354000,7085
1702573752779354000,9152
1702573752779354000,18373
1702573752779354000,28652
1702573752779354000,8194
1702573752779354000,9876
1702573752779354000,23826
1702573752779354000,28396
1702573752779354000,7572
1702573752779354000,6249
1702573752779354000,14640
1702573752779354000,29174
1702573752779354000,18819
1702573752779354000,943
1702573752779354000,32611
1702573752779354000,1941
1702573752779354000,20289
1702573752779354000,8419
1702573752779354000,5565
1702573752779354000,3805
1702573752779354000,7585
1702573752779354000,16216
1702573752779354000,31450
1702573752779354000,1615
1702573752779354000,2609
1702573752779354000,11064
1702573752779354000,9166
1702573752779354000,16893
1702573752779354000,16074
1702573752779354000,13509
1702573752779354000,30300
1702573752779354000,19695
1702573752779354000,9573
1702573752779354000,15589
1702573752779354000,13161
1702573752779354000,31172
1702573752779354000,17968
1702573752779354000,27358
1702573752779354000,26031
1702573752779354000,26268
1702573752779354000,19426
1702573752779354000,28510
1702573752779354000,10422
1702573752779354000,30774
1702573752779354000,8779
1702573752779354000,30910
1702573752779354000,23552
1702573752779354000,4182
1702573752779354000,25391
1702573752779354000,15495
1702573752779354000,5764
1702573752779354000,874
1702573752779354000,1364
1702573752779354000,14902
1702573752779354000,28255
1702573752779354000,4460
1702573752779354000,474
1702573752779354000,6972
1702573752779354000,26821
1702573752779354000,26122
1702573752779354000,25547
1702573752779354000,21577
1702573752779354000,9789
1702573752779354000,25605
1702573752779354000,30195
1702573752779354000,27594
1702573752779354000,7950
1702573752779354000,16343
1702573752779354000,754
1702573752779354000,2481
1702573752779354000,1012
1702573752779354000,11672
1702573752779354000,23439
1702573752779354000,13428
1702573752779354000,5912
1702573752779354000,9762
1702573752779354000,5967
1702573752779354000,24408
1702573752779354000,4415
1702573752779354000,1908
1702573752779354000,17223
1702573752779354000,11759
1702573752779354000,26434
1702573752779354000,5204
1702573752779354000,29486
1702573752779354000,4319
1702573752779354000,958
1702573752779354000,5945
1702573752779354000,26806
1702573752779354000,8166
1702573752779354000,18700
1702573752779354000,11367
1702573752779354000,17692
1702573752779354000,21787
1702573752779354000,28532
1702573752779354000,30556
1702573752779354000,30974
1702573752779354000,3447
1702573752779354000,5021
1702573752779354000,18283
1702573752779354000,26222
1702573752779354000,29331
1702573752779354000,2376
